,date,seller,daily_sales
3229,2024-04-06,Алексей Козлов,148.83
3230,2024-04-06,Елена Новикова,137.46
3231,2024-04-06,Михаил Смирнов,89.23
3232,2024-04-06,Сергей Антонов,117.87
3233,2024-04-06,Максим Иванов,207.34
3234,2024-04-07,Иван Петров,111.59
3235,2024-04-07,Мария Сидорова,155.68
3236,2024-04-07,Алексей Козлов,180.22
3237,2024-04-07,Елена Новикова,112.35
3238,2024-04-07,Михаил Смирнов,155.54
3239,2024-04-07,Сергей Антонов,178.14
3240,2024-04-07,Максим Иванов,150.37
3241,2024-04-08,Иван Петров,186.05
3242,2024-04-08,Мария Сидорова,49.94
3243,2024-04-08,Алексей Козлов,131.76
3244,2024-04-08,Елена Новикова,94.82
3245,2024-04-08,Михаил Смирнов,123.16
3246,2024-04-08,Сергей Антонов,113.24
3247,2024-04-08,Максим Иванов,78.01
3248,2024-04-09,Иван Петров,106.87
3249,2024-04-09,Мария Сидорова,44.26
3250,2024-04-09,Алексей Козлов,118.1
3251,2024-04-09,Елена Новикова,108.94
3252,2024-04-09,Михаил Смирнов,119.16
3253,2024-04-09,Сергей Антонов,131.74
3254,2024-04-09,Максим Иванов,111.03
3255,2024-04-10,Иван Петров,104.44
3256,2024-04-10,Мария Сидорова,73.57
3257,2024-04-10,Алексей Козлов,78.63
3258,2024-04-10,Елена Новикова,135.6
3259,2024-04-10,Михаил Смирнов,143.09
3260,2024-04-10,Сергей Антонов,92.86
3261,2024-04-10,Максим Иванов,101.38
3262,2024-04-11,Иван Петров,72.86
3263,2024-04-11,Мария Сидорова,135.18
3264,2024-04-11,Алексей Козлов,119.96
3265,2024-04-11,Елена Новикова,158.24
3266,2024-04-11,Михаил Смирнов,73.65
3267,2024-04-11,Сергей Антонов,88.66
3268,2024-04-11,Максим Иванов,106.94
3269,2024-04-12,Иван Петров,119.39
3270,2024-04-12,Мария Сидорова,93.53
3271,2024-04-12,Алексей Козлов,73.81
3272,2024-04-12,Елена Новикова,126.44
3273,2024-04-12,Михаил Смирнов,121.63
3274,2024-04-12,Сергей Антонов,72.51
3275,2024-04-12,Максим Иванов,140.66
3276,2024-04-13,Иван Петров,185.11
3277,2024-04-13,Мария Сидорова,154.03
3278,2024-04-13,Алексей Козлов,152.39
3279,2024-04-13,Елена Новикова,166.62
3280,2024-04-13,Михаил Смирнов,124.15
3281,2024-04-13,Сергей Антонов,150.9
3282,2024-04-13,Максим Иванов,85.43
3283,2024-04-14,Иван Петров,176.29
3284,2024-04-14,Мария Сидорова,103.16
3285,2024-04-14,Алексей Козлов,195.1
3286,2024-04-14,Елена Новикова,140.1
3287,2024-04-14,Михаил Смирнов,143.65
3288,2024-04-14,Сергей Антонов,131.17
3289,2024-04-14,Максим Иванов,141.36
3290,2024-04-15,Иван Петров,142.56
3291,2024-04-15,Мария Сидорова,25.37
3292,2024-04-15,Алексей Козлов,138.31
3293,2024-04-15,Елена Новикова,110.14
3294,2024-04-15,Михаил Смирнов,63.79
3295,2024-04-15,Сергей Антонов,67.74
3296,2024-04-15,Максим Иванов,150.29
3297,2024-04-16,Иван Петров,71.63
3298,2024-04-16,Мария Сидорова,65.4
3299,2024-04-16,Алексей Козлов,134.12
3300,2024-04-16,Елена Новикова,110.16
3301,2024-04-16,Михаил Смирнов,71.86
3302,2024-04-16,Сергей Антонов,106.5
3303,2024-04-16,Максим Иванов,69.23
3304,2024-04-17,Иван Петров,133.02
3305,2024-04-17,Мария Сидорова,131.84
3306,2024-04-17,Алексей Козлов,115.96
3307,2024-04-17,Елена Новикова,110.85
3308,2024-04-17,Михаил Смирнов,152.84
3309,2024-04-17,Сергей Антонов,99.99
3310,2024-04-17,Максим Иванов,64.54
3311,2024-04-18,Иван Петров,113.48
3312,2024-04-18,Мария Сидорова,162.58
3313,2024-04-18,Алексей Козлов,69.56
3314,2024-04-18,Елена Новикова,89.16
3315,2024-04-18,Михаил Смирнов,112.49
3316,2024-04-18,Сергей Антонов,98.38
3317,2024-04-18,Максим Иванов,70.53
3318,2024-04-19,Иван Петров,133.66
3319,2024-04-19,Мария Сидорова,169.6
3320,2024-04-19,Алексей Козлов,105.88
3321,2024-04-19,Елена Новикова,72.88
3322,2024-04-19,Михаил Смирнов,53.53
3323,2024-04-19,Сергей Антонов,107.74
3324,2024-04-19,Максим Иванов,133.12
3325,2024-04-20,Иван Петров,164.26
3326,2024-04-20,Мария Сидорова,149.93
3327,2024-04-20,Алексей Козлов,132.32
3328,2024-04-20,Елена Новикова,117.24
3329,2024-04-20,Михаил Смирнов,175.04
3330,2024-04-20,Сергей Антонов,177.41
3331,2024-04-20,Максим Иванов,103.63
3332,2024-04-21,Иван Петров,197.7
3333,2024-04-21,Мария Сидорова,167.22
3334,2024-04-21,Алексей Козлов,191.99
3335,2024-04-21,Елена Новикова,109.74
3336,2024-04-21,Михаил Смирнов,109.03
3337,2024-04-21,Сергей Антонов,145.53
3338,2024-04-21,Максим Иванов,165.08
3339,2024-04-22,Иван Петров,153.89
3340,2024-04-22,Мария Сидорова,121.18
3341,2024-04-22,Алексей Козлов,92.72
3342,2024-04-22,Елена Новикова,69.21
3343,2024-04-22,Михаил Смирнов,136.9
3344,2024-04-22,Сергей Антонов,71.06
3345,2024-04-22,Максим Иванов,148.85
3346,2024-04-23,Иван Петров,91.47
3347,2024-04-23,Мария Сидорова,147.72
3348,2024-04-23,Алексей Козлов,120.37
3349,2024-04-23,Елена Новикова,95.89
3350,2024-04-23,Михаил Смирнов,84.42
3351,2024-04-23,Сергей Антонов,89.77
3352,2024-04-23,Максим Иванов,112.85
3353,2024-04-24,Иван Петров,102.31
3354,2024-04-24,Мария Сидорова,82.19
3355,2024-04-24,Алексей Козлов,95.03
3356,2024-04-24,Елена Новикова,102.36
3357,2024-04-24,Михаил Смирнов,36.14
3358,2024-04-24,Сергей Антонов,113.75
3359,2024-04-24,Максим Иванов,70.61
3360,2024-04-25,Иван Петров,65.4
3361,2024-04-25,Мария Сидорова,49.38
3362,2024-04-25,Алексей Козлов,46.18
3363,2024-04-25,Елена Новикова,59.34
3364,2024-04-25,Михаил Смирнов,78.73
3365,2024-04-25,Сергей Антонов,158.6
3366,2024-04-25,Максим Иванов,84.22
3367,2024-04-26,Иван Петров,105.33
3368,2024-04-26,Мария Сидорова,112.01
3369,2024-04-26,Алексей Козлов,103.93
3370,2024-04-26,Елена Новикова,97.68
3371,2024-04-26,Михаил Смирнов,64.14
3372,2024-04-26,Сергей Антонов,143.53
3373,2024-04-26,Максим Иванов,154.22
3374,2024-04-27,Иван Петров,99.52
3375,2024-04-27,Мария Сидорова,119.28
3376,2024-04-27,Алексей Козлов,141.61
3377,2024-04-27,Елена Новикова,121.06
3378,2024-04-27,Михаил Смирнов,165.18
3379,2024-04-27,Сергей Антонов,128.15
3380,2024-04-27,Максим Иванов,214.95
3381,2024-04-28,Иван Петров,185.72
3382,2024-04-28,Мария Сидорова,156.38
3383,2024-04-28,Алексей Козлов,180.81
3384,2024-04-28,Елена Новикова,183.18
3385,2024-04-28,Михаил Смирнов,133.08
3386,2024-04-28,Сергей Антонов,125.51
3387,2024-04-28,Максим Иванов,152.34
3388,2024-04-29,Иван Петров,125.85
3389,2024-04-29,Мария Сидорова,104.17
3390,2024-04-29,Алексей Козлов,52.69
3391,2024-04-29,Елена Новикова,75.92
3392,2024-04-29,Михаил Смирнов,97.78
3393,2024-04-29,Сергей Антонов,97.73
3394,2024-04-29,Максим Иванов,159.18
3395,2024-04-30,Иван Петров,58.42
3396,2024-04-30,Мария Сидорова,115.17
3397,2024-04-30,Алексей Козлов,144.67
3398,2024-04-30,Елена Новикова,168.14
3399,2024-04-30,Михаил Смирнов,87.87
3400,2024-04-30,Сергей Антонов,114.74
3401,2024-04-30,Максим Иванов,117.09
3402,2024-05-01,Иван Петров,105.86
3403,2024-05-01,Мария Сидорова,97.03
3404,2024-05-01,Алексей Козлов,113.08
3405,2024-05-01,Елена Новикова,24.03
3406,2024-05-01,Михаил Смирнов,120.46
3407,2024-05-01,Сергей Антонов,103.79
3408,2024-05-01,Максим Иванов,93.33
3409,2024-05-02,Иван Петров,161.41
3410,2024-05-02,Мария Сидорова,79.75
3411,2024-05-02,Алексей Козлов,87.91
3412,2024-05-02,Елена Новикова,159.75
3413,2024-05-02,Михаил Смирнов,75.04
3414,2024-05-02,Сергей Антонов,83.5
3415,2024-05-02,Максим Иванов,95.59
3416,2024-05-03,Иван Петров,125.22
3417,2024-05-03,Мария Сидорова,106.23
3418,2024-05-03,Алексей Козлов,61.22
3419,2024-05-03,Елена Новикова,84.03
3420,2024-05-03,Михаил Смирнов,81.78
3421,2024-05-03,Сергей Антонов,97.68
3422,2024-05-03,Максим Иванов,112.78
3423,2024-05-04,Иван Петров,162.55
3424,2024-05-04,Мария Сидорова,96.72
3425,2024-05-04,Алексей Козлов,181.92
3426,2024-05-04,Елена Новикова,157.58
3427,2024-05-04,Михаил Смирнов,191.54
3428,2024-05-04,Сергей Антонов,163.33
3429,2024-05-04,Максим Иванов,183.04
3430,2024-05-05,Иван Петров,164.0
3431,2024-05-05,Мария Сидорова,190.39
3432,2024-05-05,Алексей Козлов,165.67
3433,2024-05-05,Елена Новикова,147.06
3434,2024-05-05,Михаил Смирнов,218.17
3435,2024-05-05,Сергей Антонов,176.67
3436,2024-05-05,Максим Иванов,167.21
3437,2024-05-06,Иван Петров,61.71
3438,2024-05-06,Мария Сидорова,61.35
3439,2024-05-06,Алексей Козлов,108.78
3440,2024-05-06,Елена Новикова,104.37
3441,2024-05-06,Михаил Смирнов,81.58
3442,2024-05-06,Сергей Антонов,104.23
3443,2024-05-06,Максим Иванов,147.66
3444,2024-05-07,Иван Петров,120.86
3445,2024-05-07,Мария Сидорова,65.77
3446,2024-05-07,Алексей Козлов,96.65
3447,2024-05-07,Елена Новикова,75.85
3448,2024-05-07,Михаил Смирнов,88.37
3449,2024-05-07,Сергей Антонов,87.59
3450,2024-05-07,Максим Иванов,85.67
3451,2024-05-08,Иван Петров,62.35
3452,2024-05-08,Мария Сидорова,96.17
3453,2024-05-08,Алексей Козлов,83.18
3454,2024-05-08,Елена Новикова,12.12
3455,2024-05-08,Михаил Смирнов,161.59
3456,2024-05-08,Сергей Антонов,132.66
3457,2024-05-08,Максим Иванов,88.71
3458,2024-05-09,Иван Петров,100.56
3459,2024-05-09,Мария Сидорова,64.85
3460,2024-05-09,Алексей Козлов,150.87
3461,2024-05-09,Елена Новикова,156.92
3462,2024-05-09,Михаил Смирнов,104.7
3463,2024-05-09,Сергей Антонов,130.71
3464,2024-05-09,Максим Иванов,105.26
3465,2024-05-10,Иван Петров,59.9
3466,2024-05-10,Мария Сидорова,87.65
3467,2024-05-10,Алексей Козлов,103.96
3468,2024-05-10,Елена Новикова,86.36
3469,2024-05-10,Михаил Смирнов,93.44
3470,2024-05-10,Сергей Антонов,97.26
3471,2024-05-10,Максим Иванов,97.57
3472,2024-05-11,Иван Петров,151.57
3473,2024-05-11,Мария Сидорова,118.18
3474,2024-05-11,Алексей Козлов,128.49
3475,2024-05-11,Елена Новикова,111.46
3476,2024-05-11,Михаил Смирнов,179.33
3477,2024-05-11,Сергей Антонов,86.83
3478,2024-05-11,Максим Иванов,184.61
3479,2024-05-12,Иван Петров,191.59
3480,2024-05-12,Мария Сидорова,140.93
3481,2024-05-12,Алексей Козлов,71.91
3482,2024-05-12,Елена Новикова,139.16
3483,2024-05-12,Михаил Смирнов,148.07
3484,2024-05-12,Сергей Антонов,119.68
3485,2024-05-12,Максим Иванов,134.54
3486,2024-05-13,Иван Петров,145.91
3487,2024-05-13,Мария Сидорова,119.95
3488,2024-05-13,Алексей Козлов,72.26
3489,2024-05-13,Елена Новикова,52.07
3490,2024-05-13,Михаил Смирнов,90.19
3491,2024-05-13,Сергей Антонов,93.6
3492,2024-05-13,Максим Иванов,114.89
3493,2024-05-14,Иван Петров,83.94
3494,2024-05-14,Мария Сидорова,115.34
3495,2024-05-14,Алексей Козлов,158.05
3496,2024-05-14,Елена Новикова,124.47
3497,2024-05-14,Михаил Смирнов,98.56
3498,2024-05-14,Сергей Антонов,94.51
3499,2024-05-14,Максим Иванов,89.3
3500,2024-05-15,Иван Петров,135.42
3501,2024-05-15,Мария Сидорова,81.18
3502,2024-05-15,Алексей Козлов,101.36
3503,2024-05-15,Елена Новикова,101.54
3504,2024-05-15,Михаил Смирнов,84.95
3505,2024-05-15,Сергей Антонов,58.83
3506,2024-05-15,Максим Иванов,109.69
3507,2024-05-16,Иван Петров,98.17
3508,2024-05-16,Мария Сидорова,115.01
3509,2024-05-16,Алексей Козлов,83.99
3510,2024-05-16,Елена Новикова,136.62
3511,2024-05-16,Михаил Смирнов,73.7
3512,2024-05-16,Сергей Антонов,151.36
3513,2024-05-16,Максим Иванов,47.57
3514,2024-05-17,Иван Петров,113.04
3515,2024-05-17,Мария Сидорова,114.26
3516,2024-05-17,Алексей Козлов,76.13
3517,2024-05-17,Елена Новикова,112.73
3518,2024-05-17,Михаил Смирнов,138.39
3519,2024-05-17,Сергей Антонов,33.5
3520,2024-05-17,Максим Иванов,115.08
3521,2024-05-18,Иван Петров,75.2
3522,2024-05-18,Мария Сидорова,121.03
3523,2024-05-18,Алексей Козлов,198.87
3524,2024-05-18,Елена Новикова,132.55
3525,2024-05-18,Михаил Смирнов,114.78
3526,2024-05-18,Сергей Антонов,144.06
3527,2024-05-18,Максим Иванов,212.04
3528,2024-05-19,Иван Петров,95.05
3529,2024-05-19,Мария Сидорова,118.46
3530,2024-05-19,Алексей Козлов,194.92
3531,2024-05-19,Елена Новикова,205.73
3532,2024-05-19,Михаил Смирнов,146.9
3533,2024-05-19,Сергей Антонов,112.83
3534,2024-05-19,Максим Иванов,212.88
3535,2024-05-20,Иван Петров,147.83
3536,2024-05-20,Мария Сидорова,120.37
3537,2024-05-20,Алексей Козлов,75.63
3538,2024-05-20,Елена Новикова,98.53
3539,2024-05-20,Михаил Смирнов,95.19
3540,2024-05-20,Сергей Антонов,109.93
3541,2024-05-20,Максим Иванов,143.53
3542,2024-05-21,Иван Петров,126.38
3543,2024-05-21,Мария Сидорова,67.68
3544,2024-05-21,Алексей Козлов,141.29
3545,2024-05-21,Елена Новикова,109.39
3546,2024-05-21,Михаил Смирнов,120.61
3547,2024-05-21,Сергей Антонов,144.0
3548,2024-05-21,Максим Иванов,66.65
3549,2024-05-22,Иван Петров,98.93
3550,2024-05-22,Мария Сидорова,84.06
3551,2024-05-22,Алексей Козлов,52.96
3552,2024-05-22,Елена Новикова,110.4
3553,2024-05-22,Михаил Смирнов,175.35
3554,2024-05-22,Сергей Антонов,44.8
3555,2024-05-22,Максим Иванов,99.03
3556,2024-05-23,Иван Петров,119.22
3557,2024-05-23,Мария Сидорова,103.69
3558,2024-05-23,Алексей Козлов,96.61
3559,2024-05-23,Елена Новикова,61.02
3560,2024-05-23,Михаил Смирнов,106.98
3561,2024-05-23,Сергей Антонов,77.3
3562,2024-05-23,Максим Иванов,34.3
3563,2024-05-24,Иван Петров,135.84
3564,2024-05-24,Мария Сидорова,128.75
3565,2024-05-24,Алексей Козлов,101.55
3566,2024-05-24,Елена Новикова,106.87
3567,2024-05-24,Михаил Смирнов,132.23
3568,2024-05-24,Сергей Антонов,106.73
3569,2024-05-24,Максим Иванов,127.12
3570,2024-05-25,Иван Петров,141.08
3571,2024-05-25,Мария Сидорова,189.36
3572,2024-05-25,Алексей Козлов,159.62
3573,2024-05-25,Елена Новикова,155.82
3574,2024-05-25,Михаил Смирнов,111.9
3575,2024-05-25,Сергей Антонов,158.61
3576,2024-05-25,Максим Иванов,125.04
3577,2024-05-26,Иван Петров,130.85
3578,2024-05-26,Мария Сидорова,125.54
3579,2024-05-26,Алексей Козлов,118.01
3580,2024-05-26,Елена Новикова,213.74
3581,2024-05-26,Михаил Смирнов,189.94
3582,2024-05-26,Сергей Антонов,207.61
3583,2024-05-26,Максим Иванов,113.31
3584,2024-05-27,Иван Петров,102.14
3585,2024-05-27,Мария Сидорова,61.19
3586,2024-05-27,Алексей Козлов,79.13
3587,2024-05-27,Елена Новикова,72.46
3588,2024-05-27,Михаил Смирнов,137.19
3589,2024-05-27,Сергей Антонов,88.11
3590,2024-05-27,Максим Иванов,132.05
3591,2024-05-28,Иван Петров,118.12
3592,2024-05-28,Мария Сидорова,169.11
3593,2024-05-28,Алексей Козлов,55.62
3594,2024-05-28,Елена Новикова,137.78
3595,2024-05-28,Михаил Смирнов,134.39
3596,2024-05-28,Сергей Антонов,70.8
3597,2024-05-28,Максим Иванов,130.21
3598,2024-05-29,Иван Петров,110.08
3599,2024-05-29,Мария Сидорова,93.18
3600,2024-05-29,Алексей Козлов,75.28
3601,2024-05-29,Елена Новикова,78.43
3602,2024-05-29,Михаил Смирнов,161.49
3603,2024-05-29,Сергей Антонов,100.02
3604,2024-05-29,Максим Иванов,123.46
3605,2024-05-30,Иван Петров,76.27
3606,2024-05-30,Мария Сидорова,76.6
3607,2024-05-30,Алексей Козлов,132.46
3608,2024-05-30,Елена Новикова,59.51
3609,2024-05-30,Михаил Смирнов,87.54
3610,2024-05-30,Сергей Антонов,101.02
3611,2024-05-30,Максим Иванов,103.34
3612,2024-05-31,Иван Петров,94.63
3613,2024-05-31,Мария Сидорова,111.87
3614,2024-05-31,Алексей Козлов,120.79
3615,2024-05-31,Елена Новикова,122.04
3616,2024-05-31,Михаил Смирнов,70.43
3617,2024-05-31,Сергей Антонов,91.48
3618,2024-05-31,Максим Иванов,135.84
3619,2024-06-01,Иван Петров,176.84
3620,2024-06-01,Мария Сидорова,108.81
3621,2024-06-01,Алексей Козлов,160.54
3622,2024-06-01,Елена Новикова,90.65
3623,2024-06-01,Михаил Смирнов,151.41
3624,2024-06-01,Сергей Антонов,206.93
3625,2024-06-01,Максим Иванов,121.56
3626,2024-06-02,Иван Петров,124.97
3627,2024-06-02,Мария Сидорова,172.92
3628,2024-06-02,Алексей Козлов,103.72
3629,2024-06-02,Елена Новикова,131.02
3630,2024-06-02,Михаил Смирнов,167.89
3631,2024-06-02,Сергей Антонов,130.97
3632,2024-06-02,Максим Иванов,142.92
3633,2024-06-03,Иван Петров,122.33
3634,2024-06-03,Мария Сидорова,112.65
3635,2024-06-03,Алексей Козлов,108.0
3636,2024-06-03,Елена Новикова,89.83
3637,2024-06-03,Михаил Смирнов,111.1
3638,2024-06-03,Сергей Антонов,96.29
3639,2024-06-03,Максим Иванов,113.73
3640,2024-06-04,Иван Петров,85.09
3641,2024-06-04,Мария Сидорова,94.52
3642,2024-06-04,Алексей Козлов,70.3
3643,2024-06-04,Елена Новикова,98.95
3644,2024-06-04,Михаил Смирнов,75.67
3645,2024-06-04,Сергей Антонов,66.58
3646,2024-06-04,Максим Иванов,107.76
3647,2024-06-05,Иван Петров,106.38
3648,2024-06-05,Мария Сидорова,123.49
3649,2024-06-05,Алексей Козлов,87.07
3650,2024-06-05,Елена Новикова,112.24
3651,2024-06-05,Михаил Смирнов,116.52
3652,2024-06-05,Сергей Антонов,113.34
3653,2024-06-05,Максим Иванов,75.23
3654,2024-06-06,Иван Петров,104.48
3655,2024-06-06,Мария Сидорова,110.92
3656,2024-06-06,Алексей Козлов,100.22
3657,2024-06-06,Елена Новикова,37.41
3658,2024-06-06,Михаил Смирнов,104.81
3659,2024-06-06,Сергей Антонов,166.38
3660,2024-06-06,Максим Иванов,89.2
3661,2024-06-07,Иван Петров,78.16
3662,2024-06-07,Мария Сидорова,111.2
3663,2024-06-07,Алексей Козлов,109.37
3664,2024-06-07,Елена Новикова,135.78
3665,2024-06-07,Михаил Смирнов,62.26
3666,2024-06-07,Сергей Антонов,121.94
3667,2024-06-07,Максим Иванов,117.71
3668,2024-06-08,Иван Петров,145.74
3669,2024-06-08,Мария Сидорова,160.16
3670,2024-06-08,Алексей Козлов,180.88
3671,2024-06-08,Елена Новикова,176.17
3672,2024-06-08,Михаил Смирнов,115.71
3673,2024-06-08,Сергей Антонов,174.6
3674,2024-06-08,Максим Иванов,148.06
3675,2024-06-09,Иван Петров,152.19
3676,2024-06-09,Мария Сидорова,152.2
3677,2024-06-09,Алексей Козлов,145.49
3678,2024-06-09,Елена Новикова,185.75
3679,2024-06-09,Михаил Смирнов,147.49
3680,2024-06-09,Сергей Антонов,116.41
3681,2024-06-09,Максим Иванов,138.19
3682,2024-06-10,Иван Петров,105.36
3683,2024-06-10,Мария Сидорова,136.88
3684,2024-06-10,Алексей Козлов,118.09
3685,2024-06-10,Елена Новикова,74.48
3686,2024-06-10,Михаил Смирнов,174.56
3687,2024-06-10,Сергей Антонов,107.94
3688,2024-06-10,Максим Иванов,138.26
3689,2024-06-11,Иван Петров,95.45
3690,2024-06-11,Мария Сидорова,116.0
3691,2024-06-11,Алексей Козлов,125.18
3692,2024-06-11,Елена Новикова,136.55
3693,2024-06-11,Михаил Смирнов,131.72
3694,2024-06-11,Сергей Антонов,126.17
3695,2024-06-11,Максим Иванов,90.55
3696,2024-06-12,Иван Петров,82.85
3697,2024-06-12,Мария Сидорова,109.98
3698,2024-06-12,Алексей Козлов,127.99
3699,2024-06-12,Елена Новикова,93.32
3700,2024-06-12,Михаил Смирнов,131.96
3701,2024-06-12,Сергей Антонов,143.58
3702,2024-06-12,Максим Иванов,72.51
3703,2024-06-13,Иван Петров,74.89
3704,2024-06-13,Мария Сидорова,95.79
3705,2024-06-13,Алексей Козлов,109.23
3706,2024-06-13,Елена Новикова,84.26
3707,2024-06-13,Михаил Смирнов,140.57
3708,2024-06-13,Сергей Антонов,112.72
3709,2024-06-13,Максим Иванов,101.18
3710,2024-06-14,Иван Петров,56.92
3711,2024-06-14,Мария Сидорова,60.53
3712,2024-06-14,Алексей Козлов,108.43
3713,2024-06-14,Елена Новикова,36.02
3714,2024-06-14,Михаил Смирнов,130.38
3715,2024-06-14,Сергей Антонов,95.26
3716,2024-06-14,Максим Иванов,197.29
3717,2024-06-15,Иван Петров,219.24
3718,2024-06-15,Мария Сидорова,144.56
3719,2024-06-15,Алексей Козлов,146.81
3720,2024-06-15,Елена Новикова,179.87
3721,2024-06-15,Михаил Смирнов,201.1
3722,2024-06-15,Сергей Антонов,100.86
3723,2024-06-15,Максим Иванов,96.41
3724,2024-06-16,Иван Петров,131.34
3725,2024-06-16,Мария Сидорова,167.48
3726,2024-06-16,Алексей Козлов,164.91
3727,2024-06-16,Елена Новикова,182.09
3728,2024-06-16,Михаил Смирнов,114.01
3729,2024-06-16,Сергей Антонов,80.52
3730,2024-06-16,Максим Иванов,175.74
3731,2024-06-17,Иван Петров,75.15
3732,2024-06-17,Мария Сидорова,39.45
3733,2024-06-17,Алексей Козлов,104.35
3734,2024-06-17,Елена Новикова,123.8
3735,2024-06-17,Михаил Смирнов,96.34
3736,2024-06-17,Сергей Антонов,86.26
3737,2024-06-17,Максим Иванов,95.22
3738,2024-06-18,Иван Петров,88.88
3739,2024-06-18,Мария Сидорова,59.56
3740,2024-06-18,Алексей Козлов,78.56
3741,2024-06-18,Елена Новикова,115.64
3742,2024-06-18,Михаил Смирнов,109.65
3743,2024-06-18,Сергей Антонов,105.04
3744,2024-06-18,Максим Иванов,70.15
3745,2024-06-19,Иван Петров,94.55
3746,2024-06-19,Мария Сидорова,34.69
3747,2024-06-19,Алексей Козлов,105.35
3748,2024-06-19,Елена Новикова,142.87
3749,2024-06-19,Михаил Смирнов,55.78
3750,2024-06-19,Сергей Антонов,82.42
3751,2024-06-19,Максим Иванов,109.87
3752,2024-06-20,Иван Петров,137.59
3753,2024-06-20,Мария Сидорова,86.55
3754,2024-06-20,Алексей Козлов,79.23
3755,2024-06-20,Елена Новикова,40.93
3756,2024-06-20,Михаил Смирнов,103.1
3757,2024-06-20,Сергей Антонов,161.26
3758,2024-06-20,Максим Иванов,108.32
3759,2024-06-21,Иван Петров,99.33
3760,2024-06-21,Мария Сидорова,109.66
3761,2024-06-21,Алексей Козлов,99.67
3762,2024-06-21,Елена Новикова,75.61
3763,2024-06-21,Михаил Смирнов,124.7
3764,2024-06-21,Сергей Антонов,106.77
3765,2024-06-21,Максим Иванов,100.53
3766,2024-06-22,Иван Петров,120.74
3767,2024-06-22,Мария Сидорова,189.11
3768,2024-06-22,Алексей Козлов,169.94
3769,2024-06-22,Елена Новикова,133.41
3770,2024-06-22,Михаил Смирнов,180.05
3771,2024-06-22,Сергей Антонов,135.07
3772,2024-06-22,Максим Иванов,126.54
3773,2024-06-23,Иван Петров,127.21
3774,2024-06-23,Мария Сидорова,96.87
3775,2024-06-23,Алексей Козлов,164.15
3776,2024-06-23,Елена Новикова,95.07
3777,2024-06-23,Михаил Смирнов,113.15
3778,2024-06-23,Сергей Антонов,87.73
3779,2024-06-23,Максим Иванов,147.42
3780,2024-06-24,Иван Петров,95.49
3781,2024-06-24,Мария Сидорова,90.2
3782,2024-06-24,Алексей Козлов,68.72
3783,2024-06-24,Елена Новикова,64.83
3784,2024-06-24,Михаил Смирнов,113.93
3785,2024-06-24,Сергей Антонов,83.48
3786,2024-06-24,Максим Иванов,109.49
3787,2024-06-25,Иван Петров,73.44
3788,2024-06-25,Мария Сидорова,105.43
3789,2024-06-25,Алексей Козлов,139.1
3790,2024-06-25,Елена Новикова,117.58
3791,2024-06-25,Михаил Смирнов,87.63
3792,2024-06-25,Сергей Антонов,107.72
3793,2024-06-25,Максим Иванов,92.78
3794,2024-06-26,Иван Петров,100.24
3795,2024-06-26,Мария Сидорова,90.23
3796,2024-06-26,Алексей Козлов,95.07
3797,2024-06-26,Елена Новикова,106.36
3798,2024-06-26,Михаил Смирнов,70.2
3799,2024-06-26,Сергей Антонов,69.52
3800,2024-06-26,Максим Иванов,58.34
3801,2024-06-27,Иван Петров,51.99
3802,2024-06-27,Мария Сидорова,63.48
3803,2024-06-27,Алексей Козлов,104.78
3804,2024-06-27,Елена Новикова,73.22
3805,2024-06-27,Михаил Смирнов,115.41
3806,2024-06-27,Сергей Антонов,101.04
3807,2024-06-27,Максим Иванов,40.94
3808,2024-06-28,Иван Петров,119.65
3809,2024-06-28,Мария Сидорова,124.32
3810,2024-06-28,Алексей Козлов,70.18
3811,2024-06-28,Елена Новикова,112.61
3812,2024-06-28,Михаил Смирнов,74.31
3813,2024-06-28,Сергей Антонов,102.93
3814,2024-06-28,Максим Иванов,62.07
3815,2024-06-29,Иван Петров,96.21
3816,2024-06-29,Мария Сидорова,138.52
3817,2024-06-29,Алексей Козлов,146.29
3818,2024-06-29,Елена Новикова,138.07
3819,2024-06-29,Михаил Смирнов,114.48
3820,2024-06-29,Сергей Антонов,138.0
3821,2024-06-29,Максим Иванов,158.08
3822,2024-06-30,Иван Петров,148.65
3823,2024-06-30,Мария Сидорова,155.48
3824,2024-06-30,Алексей Козлов,129.9
3825,2024-06-30,Елена Новикова,185.15
3826,2024-06-30,Михаил Смирнов,114.71
3827,2024-06-30,Сергей Антонов,164.63
3828,2024-06-30,Максим Иванов,185.46
3829,2024-07-01,Иван Петров,114.43
3830,2024-07-01,Мария Сидорова,93.92
3831,2024-07-01,Алексей Козлов,84.15
3832,2024-07-01,Елена Новикова,131.08
3833,2024-07-01,Михаил Смирнов,57.31
3834,2024-07-01,Сергей Антонов,70.9
3835,2024-07-01,Максим Иванов,88.07
3836,2024-07-02,Иван Петров,137.13
3837,2024-07-02,Мария Сидорова,111.39
3838,2024-07-02,Алексей Козлов,70.96
3839,2024-07-02,Елена Новикова,90.69
3840,2024-07-02,Михаил Смирнов,81.57
3841,2024-07-02,Сергей Антонов,78.71
3842,2024-07-02,Максим Иванов,129.37
3843,2024-07-03,Иван Петров,58.85
3844,2024-07-03,Мария Сидорова,148.26
3845,2024-07-03,Алексей Козлов,124.85
3846,2024-07-03,Елена Новикова,132.73
3847,2024-07-03,Михаил Смирнов,86.11
